customer_id,recency,frequency,monetary,segments
13523,32,5,3964.88,Regular
13524,40,5,680.18,Regular
13525,14,2,628.78,Regular
13527,33,7,2287.51,Regular
13529,78,2,307.76,Regular
13531,204,2,483.8,Regular
13532,33,1,210.31,Low Value
13533,182,3,270.79,Regular
13534,1,25,5870.08,High Value
13536,0,7,3448.29,High Value
13538,42,7,1280.85,Regular
13539,85,3,631.34,Regular
13544,39,2,291.41,Regular
13546,11,3,626.99,Regular
13548,95,2,682.41,Regular
13549,25,7,918.2,High Value
13551,318,1,91.8,Low Value
13552,65,12,3740.07,Regular
13555,73,4,4149.28,Regular
13557,27,2,584.06,Regular
13558,5,4,605.06,Regular
13560,6,1,174.37,Low Value
13561,215,1,141.86,Low Value
13562,81,3,1799.33,Regular
13563,83,2,777.53,Regular
13564,143,3,1749.02,Regular
13565,18,2,240.22,Regular
13566,40,2,874.71,Regular
13568,172,1,192.85,Low Value
13569,16,2,373.75,Regular
13570,242,1,239.49,Low Value
13571,12,12,2092.32,High Value
13572,205,1,1384.25,Low Value
13573,49,2,294.4,Regular
13575,22,5,732.07,High Value
13576,9,18,6717.34,High Value
13577,24,4,1687.6,Regular
13579,14,2,467.04,Regular
13581,308,1,118.0,Low Value
13583,155,1,781.03,Low Value
13584,306,1,142.4,Low Value
13587,63,1,712.4,Low Value
13588,15,9,2478.95,High Value
13589,14,2,379.65,Regular
13590,10,6,1981.92,High Value
13591,64,3,1117.13,Regular
13592,35,4,247.96,Regular
13593,107,5,2037.08,Regular
13594,52,1,396.97,Low Value
13596,5,2,697.04,Regular
13598,46,1,180.17,Low Value
13599,0,21,5153.67,High Value
13600,311,1,219.52,Low Value
13601,44,2,693.32,Regular
13602,64,1,428.89,Low Value
13603,25,1,164.34,Low Value
13606,28,3,280.54,Regular
13607,39,1,678.01,Low Value
13610,11,7,1131.88,High Value
13611,88,3,1171.8,Regular
13614,23,4,1610.46,Regular
13615,318,1,417.69,Low Value
13617,39,3,544.18,Regular
13618,173,1,177.34,Low Value
13621,116,1,213.85,Low Value
13623,30,5,747.78,High Value
13626,252,1,257.23,Low Value
13627,58,5,1638.47,Regular
13629,22,11,7792.36,High Value
13630,4,7,2031.78,High Value
13631,99,11,3070.42,Regular
13632,24,5,2121.27,High Value
13634,32,5,1575.16,Regular
13635,67,1,1071.03,Low Value
13636,36,5,949.12,Regular
13637,51,3,810.5,Regular
13638,15,1,122.64,Low Value
13639,73,1,1033.34,Low Value
13642,215,1,354.8,Low Value
13643,30,3,519.44,Regular
13644,15,4,2624.26,Regular
13645,119,1,252.1,Low Value
13647,9,4,1678.12,Regular
13649,256,2,346.6,Regular
13650,16,6,1836.34,High Value
13651,34,2,94.2,Regular
13652,45,3,1095.08,Regular
13654,42,6,2707.33,Regular
13655,113,2,932.97,Regular
13656,164,2,379.65,Regular
13657,10,2,382.14,Regular
13658,9,5,2639.17,High Value
13659,205,2,1573.2,Regular
13662,85,3,897.76,Regular
13663,178,1,189.47,Low Value
13666,59,3,84.65,Regular
13667,148,1,305.02,Low Value
13668,2,21,6363.59,High Value
13669,50,2,218.55,Regular
13670,74,1,349.7,Low Value
13672,300,2,186.39,Regular
13673,18,2,396.92,Regular
13675,150,2,486.82,Regular
13678,151,1,232.6,Low Value
13680,0,4,3722.42,Regular
13681,17,4,827.83,Regular
13682,186,1,59.5,Low Value
13684,285,1,67.23,Low Value
13685,2,7,3119.44,High Value
13686,182,1,72.0,Low Value
13689,62,1,910.0,Low Value
13690,58,1,172.25,Low Value
13692,24,3,1488.32,Regular
13694,3,50,65039.62,High Value
13695,30,15,2504.13,High Value
13697,38,1,151.3,Low Value
13699,154,1,308.58,Low Value
13700,25,10,2265.12,High Value
13703,317,1,99.5,Low Value
13704,4,9,2308.06,High Value
13705,7,3,711.86,Regular
13706,302,1,330.79,Low Value
13707,266,2,806.41,Regular
13708,270,1,296.88,Low Value
13709,3,13,6328.05,High Value
13710,31,1,180.48,Low Value
13711,218,2,252.06,Regular
13712,246,1,228.84,Low Value
13715,280,5,1079.34,Regular
13716,268,1,138.28,Low Value
13717,31,6,1445.01,Regular
13718,245,2,306.55,Regular
13719,14,5,1041.68,High Value
13720,116,4,799.9,Regular
13721,35,1,524.14,Low Value
13722,131,3,2375.41,Regular
13723,216,1,199.85,Low Value
13725,49,8,1980.56,Regular
13726,38,2,1079.66,Regular
13727,28,2,333.48,Regular
13728,36,6,1016.14,Regular
13730,135,2,752.6,Regular
13731,218,2,610.59,Regular
13732,27,1,491.86,Low Value
13735,24,4,2885.24,Regular
13736,4,2,731.9,Regular
13737,199,1,339.6,Low Value
13739,17,1,216.9,Low Value
13740,240,1,350.75,Low Value
13741,71,3,668.43,Regular
13742,16,12,3131.02,High Value
13743,2,7,1341.6,High Value
13744,94,2,1156.36,Regular
13745,161,1,300.04,Low Value
13747,373,1,79.6,Low Value
13748,95,5,948.25,Regular
13750,53,5,1647.26,Regular
13751,287,1,296.25,Low Value
13752,123,6,1186.28,Regular
13753,287,1,741.26,Low Value
13754,151,2,282.6,Regular
13755,3,9,2161.35,High Value
13756,1,14,5189.52,High Value
13758,11,7,3190.55,High Value
13759,32,2,659.41,Regular
13760,53,2,286.79,Regular
13761,49,2,1070.65,Regular
13762,218,1,306.72,Low Value
13763,62,1,1714.96,Low Value
13764,70,3,1521.76,Regular
13767,1,37,17220.36,High Value
13769,1,10,2796.51,High Value
13771,63,4,2634.45,Regular
13772,33,3,1132.13,Regular
13774,81,1,345.0,Low Value
13777,0,33,25977.16,High Value
13778,102,1,178.7,Low Value
13780,6,2,360.01,Regular
13781,250,1,127.84,Low Value
13782,12,6,912.0,High Value
13784,9,11,2462.79,High Value
13786,366,1,230.4,Low Value
13787,75,2,309.04,Regular
13790,3,1,348.8,Low Value
13791,127,2,1516.0,Regular
13792,65,2,195.55,Regular
13798,0,57,37153.85,High Value
13799,116,2,688.86,Regular
13800,309,1,558.32,Low Value
13801,66,1,324.8,Low Value
13802,138,3,4599.42,Regular
13803,254,1,277.07,Low Value
13804,30,7,2635.79,High Value
13805,51,2,924.6,Regular
13806,63,1,256.38,Low Value
13807,366,1,112.6,Low Value
13808,5,5,1747.66,High Value
13809,304,1,155.05,Low Value
13810,28,3,1499.01,Regular
13811,183,3,814.5,Regular
13812,41,3,539.0,Regular
13813,39,4,1366.86,Regular
13814,91,2,1579.12,Regular
13815,21,4,4027.36,Regular
13816,23,2,571.67,Regular
13817,28,2,382.98,Regular
13819,301,3,1140.35,Regular
13821,144,2,385.64,Regular
13822,5,2,632.0,Regular
13823,18,2,957.66,Regular
13824,32,5,1698.94,Regular
13826,175,1,189.5,Low Value
13827,57,3,412.05,Regular
13828,21,1,209.49,Low Value
13831,15,6,2202.99,High Value
13832,18,1,52.2,Low Value
13833,158,1,384.8,Low Value
13835,24,4,834.57,Regular
13837,211,2,271.24,Regular
13838,5,4,691.73,Regular
13841,252,1,85.0,Low Value
13842,58,9,3385.62,Regular
13844,10,1,361.62,Low Value
13845,64,1,312.98,Low Value
13846,24,3,865.06,Regular
13848,91,3,1255.0,Regular
13849,51,2,1537.95,Regular
13850,128,1,1595.48,Low Value
13851,95,3,2651.46,Regular
13853,56,1,1090.14,Low Value
13854,8,25,8109.52,High Value
13856,168,3,388.5,Regular
13858,56,1,216.17,Low Value
13859,325,1,201.16,Low Value
13860,0,5,1245.9,High Value
13862,17,8,2209.36,High Value
13863,247,1,305.78,Low Value
13865,57,4,501.56,Regular
13866,73,1,145.67,Low Value
13867,30,3,1015.29,Regular
13868,6,2,3192.54,Regular
13869,122,4,3104.95,Regular
13870,1,8,2770.94,High Value
13871,22,13,6403.25,High Value
13873,119,3,389.6,Regular
13874,357,1,540.45,Low Value
13875,53,5,1786.79,Regular
13876,63,1,122.7,Low Value
13877,85,1,117.24,Low Value
13878,54,1,1281.53,Low Value
13880,20,13,3219.77,High Value
13881,3,20,17159.52,High Value
13882,2,5,1191.13,High Value
13883,10,5,2674.48,High Value
13884,6,5,787.6,High Value
13885,188,2,506.8,Regular
13886,70,1,243.56,Low Value
13887,203,1,349.55,Low Value
13888,119,2,605.63,Regular
13889,92,1,416.9,Low Value
13890,0,10,1883.81,High Value
13892,26,4,632.97,Regular
13893,297,1,821.1,Low Value
13894,23,3,564.62,Regular
13895,27,4,2593.07,Regular
13897,49,1,311.16,Low Value
13898,325,1,155.93,Low Value
13899,15,2,388.52,Regular
13900,182,3,740.95,Regular
13901,71,5,2867.2,Regular
13904,36,2,332.64,Regular
13908,79,4,2369.55,Regular
13911,56,9,2580.91,Regular
13914,11,2,626.45,Regular
13917,49,2,272.04,Regular
13918,49,2,1212.84,Regular
13919,58,2,384.81,Regular
13922,351,1,172.25,Low Value
13923,53,1,351.13,Low Value
13924,1,6,1838.85,High Value
13925,92,4,678.25,Regular
13926,22,1,223.85,Low Value
13927,74,1,348.99,Low Value
13928,10,4,464.57,Regular
13929,168,2,842.65,Regular
13930,57,2,337.34,Regular
13931,95,2,1237.53,Regular
13932,294,1,307.4,Low Value
13933,108,2,608.79,Regular
13934,263,1,922.1,Low Value
13936,179,1,376.58,Low Value
13937,168,1,158.85,Low Value
13938,34,1,71.66,Low Value
13939,22,3,568.55,Regular
13940,16,4,839.14,Regular
13941,21,5,5112.96,High Value
13946,78,3,561.57,Regular
13947,64,1,90.6,Low Value
13948,360,1,102.0,Low Value
13949,2,6,2427.32,High Value
13950,10,4,745.06,Regular
13951,175,3,674.45,Regular
13952,217,2,3251.071,Regular
13953,6,7,3515.68,High Value
13954,1,2,439.92,Regular
13955,153,2,322.96,Regular
13956,4,5,1026.42,High Value
13959,78,3,598.2,Regular
13960,20,2,230.22,Regular
13962,21,2,169.55,Regular
13963,307,4,664.54,Regular
13967,145,1,80.7,Low Value
13969,6,18,9053.94,High Value
13971,18,8,2758.26,High Value
13972,70,2,190.25,Regular
13973,286,1,264.7,Low Value
13974,48,1,413.59,Low Value
13975,30,6,2526.28,High Value
13976,206,1,357.98,Low Value
13978,14,2,196.79,Regular
13979,72,1,869.87,Low Value
13980,59,1,200.14,Low Value
13982,38,4,1871.81,Regular
13983,29,12,2603.43,High Value
13984,26,5,920.51,High Value
13985,3,15,7060.13,High Value
13986,16,1,320.46,Low Value
13988,19,6,4147.96,High Value
13989,65,2,1266.08,Regular
13990,212,1,311.3,Low Value
13991,11,6,855.97,High Value
13992,29,1,76.8,Low Value
13993,42,9,3466.36,Regular
13994,3,6,2313.14,High Value
13995,14,5,1393.69,High Value
13999,9,12,3901.81,High Value
14000,210,1,635.66,Low Value
14001,45,3,2043.08,Regular
14002,133,2,529.73,Regular
14004,42,7,4582.64,Regular
14005,9,5,2874.72,High Value
14006,115,3,962.19,Regular
14009,197,2,695.61,Regular
14012,277,1,328.8,Low Value
14013,109,3,473.02,Regular
14014,76,1,505.18,Low Value
14015,52,1,917.34,Low Value
14016,161,4,4341.21,Regular
14019,46,3,1421.61,Regular
14020,16,2,642.8,Regular
14021,154,3,631.9,Regular
14022,224,1,440.0,Low Value
14023,6,2,584.07,Regular
14024,121,2,327.7,Regular
14027,60,1,104.82,Low Value
14029,62,2,467.66,Regular
14030,17,8,2360.09,High Value
14031,6,19,17286.86,High Value
14032,1,11,2975.59,High Value
14034,21,3,651.82,Regular
14035,28,5,1428.02,High Value
14036,284,1,626.65,Low Value
14037,175,2,147.2,Regular
14038,77,3,1560.38,Regular
14039,32,1,152.2,Low Value
14040,40,12,3614.92,Regular
14041,265,1,141.41,Low Value
14044,26,4,652.82,Regular
14045,108,4,1659.75,Regular
14046,283,1,154.99,Low Value
14047,8,5,1308.61,High Value
14048,304,1,409.93,Low Value
14049,16,4,5681.72,Regular
14050,31,2,746.36,Regular
14051,0,23,15610.39,High Value
14052,19,1,225.36,Low Value
14053,123,2,260.25,Regular
14054,64,1,92.46,Low Value
14055,105,1,725.64,Low Value
14056,0,23,8214.65,High Value
14057,23,17,6217.96,High Value
14059,266,1,183.6,Low Value
14060,4,19,6140.42,High Value
14062,9,12,10464.85,High Value
14064,28,5,1353.74,High Value
14066,266,1,152.55,Low Value
14067,63,2,374.7,Regular
14068,319,1,265.85,Low Value
14071,3,8,1438.82,High Value
14073,31,1,151.04,Low Value
14075,4,3,942.26,Regular
14076,128,1,122.47,Low Value
14077,40,5,499.42,Regular
14078,101,6,1049.37,Regular
14079,124,1,375.1,Low Value
14080,32,1,45.6,Low Value
14081,301,2,934.52,Regular
14082,364,1,182.25,Low Value
14083,3,9,1018.43,High Value
14085,1,18,4448.54,High Value
14087,2,1,194.42,Low Value
14088,9,13,50491.81,High Value
14089,56,1,161.0,Low Value
14090,324,1,76.32,Low Value
14092,7,14,4076.91,High Value
14093,11,1,442.85,Low Value
14096,3,17,65164.79,High Value
14098,36,1,147.35,Low Value
14099,15,11,3104.17,High Value
14100,137,1,194.9,Low Value
14101,73,6,5976.79,Regular
14102,4,5,1360.28,High Value
14104,154,2,216.21,Regular
14105,238,1,1266.23,Low Value
14107,51,7,2703.23,Regular
14108,30,2,597.91,Regular
14109,72,1,144.2,Low Value
14110,3,12,5683.15,High Value
14111,13,4,692.85,Regular
14112,22,7,2915.15,High Value
14113,3,4,1840.42,Regular
14114,273,2,386.53,Regular
14116,19,5,1382.74,High Value
14117,143,1,90.0,Low Value
14121,3,4,2780.15,Regular
14124,83,1,419.58,Low Value
14125,10,3,2740.43,Regular
14126,7,3,706.13,Regular
14127,122,3,709.71,Regular
14128,60,2,637.5,Regular
14129,1,5,1123.86,High Value
14130,318,1,483.86,Low Value
14132,1,11,3586.03,High Value
14133,129,3,605.64,Regular
14135,1,15,4690.31,High Value
14138,1,2,982.38,Regular
14139,45,1,415.82,Low Value
14140,3,2,935.05,Regular
14141,2,4,915.13,Regular
14142,372,1,311.81,Low Value
14143,133,1,115.8,Low Value
14145,46,4,3742.2,Regular
14146,8,5,4191.0,High Value
14147,77,2,483.4,Regular
14148,233,1,157.2,Low Value
14149,220,1,446.62,Low Value
14150,35,2,658.64,Regular
14152,74,2,621.29,Regular
14154,238,2,1345.62,Regular
14155,265,1,118.75,Low Value
14156,9,55,117379.63,High Value
14157,19,2,432.88,Regular
14158,39,1,507.66,Low Value
14159,19,11,4693.01,High Value
14161,215,3,1110.52,Regular
14162,173,2,289.36,Regular
14163,86,4,2445.91,Regular
14164,70,2,1631.77,Regular
14165,275,1,122.54,Low Value
14167,38,4,574.84,Regular
14171,97,1,363.79,Low Value
14173,10,4,450.84,Regular
14174,32,1,134.46,Low Value
14175,59,3,3222.3,Regular
14176,296,4,576.9,Regular
14177,85,4,559.41,Regular
14178,8,7,1620.93,High Value
14179,40,2,719.78,Regular
14180,10,25,4748.52,High Value
14184,66,1,452.89,Low Value
14185,330,1,197.65,Low Value
14188,30,6,2054.36,High Value
14189,1,15,4654.08,High Value
14191,1,13,4684.76,High Value
14193,67,2,853.39,Regular
14194,4,21,11349.52,High Value
14195,201,2,1012.0,Regular
14196,106,1,335.52,Low Value
14198,17,4,701.4,Regular
14199,217,1,185.4,Low Value
14201,59,7,747.44,Regular
14204,1,1,161.03,Low Value
14205,16,2,466.7,Regular
14206,238,1,328.16,Low Value
14208,94,1,151.74,Low Value
14209,10,6,2073.43,High Value
14210,105,6,1905.84,Regular
14211,52,9,2241.1,Regular
14212,89,1,1070.48,Low Value
14214,30,5,1004.38,High Value
14215,11,6,1789.72,High Value
14216,2,4,1839.3,Regular
14217,1,17,2004.98,High Value
14218,42,1,169.48,Low Value
14219,3,1,89.94,Low Value
14220,246,2,632.4,Regular
14221,41,9,3432.8,Regular
14222,176,1,683.17,Low Value
14223,91,3,991.13,Regular
14224,109,4,1050.12,Regular
14226,28,5,2232.19,High Value
14227,25,10,3350.96,High Value
14229,51,3,1547.2,Regular
14231,183,3,925.71,Regular
14232,42,5,2048.07,Regular
14233,48,4,1462.72,Regular
14234,21,4,775.46,Regular
14235,74,5,3144.86,Regular
14236,80,2,490.86,Regular
14237,372,1,161.0,Low Value
14238,325,1,146.85,Low Value
14239,42,11,2380.85,Regular
14240,29,2,890.34,Regular
14241,183,1,213.7,Low Value
14242,234,2,280.55,Regular
14243,8,10,2588.77,High Value
14245,219,2,1693.45,Regular
14246,110,3,1474.06,Regular
14247,277,1,136.77,Low Value
14248,317,1,302.58,Low Value
14250,6,3,1904.05,Regular
14251,1,5,2879.7,High Value
14256,259,2,969.06,Regular
14257,63,5,3099.72,Regular
14258,8,9,12669.98,High Value
14259,141,1,120.0,Low Value
14261,50,2,1163.45,Regular
14262,7,8,2618.23,High Value
14264,154,2,333.97,Regular
14265,108,2,530.18,Regular
14267,162,3,1516.24,Regular
14270,331,1,492.65,Low Value
14271,225,1,112.32,Low Value
14272,73,2,437.96,Regular
14273,50,4,559.97,Regular
14276,98,3,1119.74,Regular
14277,14,3,4216.2,Regular
14280,196,1,134.04,Low Value
14282,2,15,3729.34,High Value
14284,30,2,595.25,Regular
14285,20,4,1910.01,Regular
14286,23,3,4628.75,Regular
14287,7,3,176.63,Regular
14288,212,1,426.6,Low Value
14289,8,6,911.26,High Value
14290,10,5,2314.65,High Value
14291,1,11,3883.25,High Value
14292,7,9,4871.93,High Value
14293,2,4,1046.56,Regular
14295,39,1,166.2,Low Value
14297,17,4,1305.33,Regular
14298,7,44,51527.3,High Value
14299,7,9,3965.62,High Value
14300,18,1,43.2,Low Value
14301,116,1,640.14,Low Value
14304,222,1,383.45,Low Value
14305,70,3,1858.96,Regular
14306,50,2,2093.32,Regular
14307,88,6,2995.72,Regular
14309,7,9,2352.53,High Value
14311,242,1,310.26,Low Value
14312,46,6,1611.59,Regular
14314,106,1,120.0,Low Value
14315,44,6,2481.13,Regular
14317,64,1,508.58,Low Value
14320,206,2,477.79,Regular
14321,10,5,1530.75,High Value
14323,114,2,605.06,Regular
14326,241,1,183.85,Low Value
14327,162,1,311.65,Low Value
14329,16,7,5014.84,High Value
14331,123,2,462.66,Regular
14332,22,3,866.31,Regular
14333,67,1,415.2,Low Value
14334,16,8,2552.21,High Value
14335,15,2,468.26,Regular
14336,16,4,1614.91,Regular
14338,160,2,588.22,Regular
14339,242,1,309.52,Low Value
14340,218,1,134.7,Low Value
14341,44,8,2182.28,Regular
14342,20,4,668.56,Regular
14344,126,8,889.93,Regular
14345,38,1,108.98,Low Value
14346,120,2,1021.58,Regular
14348,259,1,409.57,Low Value
14349,9,1,133.5,Low Value
14350,273,1,282.93,Low Value
14351,164,1,51.0,Low Value
14352,156,4,1078.96,Regular
14353,214,1,90.6,Low Value
14354,5,2,163.62,Regular
14355,365,1,174.4,Low Value
14356,79,2,701.23,Regular
14357,42,1,225.77,Low Value
14359,18,3,912.18,Regular
14360,31,4,2128.23,Regular
14362,21,1,161.2,Low Value
14364,108,8,3717.35,Regular
14367,7,16,9261.52,High Value
14368,319,1,155.0,Low Value
14371,294,1,100.5,Low Value
14373,357,1,76.55,Low Value
14375,184,1,257.68,Low Value
14377,190,2,617.05,Regular
14379,43,2,348.1,Regular
14381,51,1,202.68,Low Value
14382,25,1,626.07,Low Value
14383,37,3,1247.69,Regular
14385,8,3,202.11,Regular
14386,296,1,142.4,Low Value
14387,32,3,1770.56,Regular
14388,9,8,3212.84,High Value
14389,64,2,1043.46,Regular
14390,9,9,4652.82,High Value
14393,217,1,67.95,Low Value
14395,1,9,3507.71,High Value
14396,64,2,487.99,Regular
14397,2,19,2612.96,High Value
14400,148,1,574.7,Low Value
14401,3,13,4051.48,High Value
14403,129,4,1475.81,Regular
14404,33,6,1474.32,Regular
14406,118,1,156.75,Low Value
14407,106,6,2157.73,Regular
14408,10,7,2606.53,High Value
14409,70,6,2059.45,Regular
14410,91,9,1105.07,Regular
14411,310,1,1063.0,Low Value
14412,42,2,770.03,Regular
14413,361,1,122.7,Low Value
14414,91,7,1496.98,Regular
14415,0,13,5900.28,High Value
14416,21,2,490.22,Regular
14418,3,3,1937.25,Regular
14419,10,6,1058.06,High Value
14420,98,1,387.52,Low Value
14421,56,2,813.11,Regular
14422,0,6,4263.64,High Value
14423,217,1,265.2,Low Value
14424,17,1,322.08,Low Value
14426,23,10,4481.67,High Value
14427,49,2,363.34,Regular
14428,6,5,1244.83,High Value
14431,302,1,470.36,Low Value
14432,9,6,2255.51,High Value
14434,21,6,1372.8,High Value
14436,98,1,89.06,Low Value
14437,365,1,63.0,Low Value
14438,305,1,131.9,Low Value
14439,319,1,2661.24,Low Value
14440,7,5,2357.68,High Value
14441,0,4,1712.89,Regular
14442,204,2,1589.82,Regular
14443,53,4,1420.2,Regular
14446,0,4,1039.58,Regular
14447,18,5,1163.23,High Value
14448,8,2,375.35,Regular
14449,18,4,907.1,Regular
14450,180,3,483.25,Regular
14451,59,2,662.59,Regular
14452,10,2,264.44,Regular
14453,189,1,119.93,Low Value
14456,4,9,3062.4,High Value
14457,310,1,113.64,Low Value
14459,154,1,1837.92,Low Value
14460,109,3,434.34,Regular
14461,147,3,2103.06,Regular
14462,65,11,2004.02,Regular
14463,97,3,529.62,Regular
14465,246,3,1058.62,Regular
14466,28,7,2272.4,High Value
14467,17,4,598.76,Regular
14470,11,2,461.19,Regular
14472,103,8,1936.84,Regular
14473,73,2,234.34,Regular
14474,45,1,547.66,Low Value
14475,71,3,925.85,Regular
14476,256,1,215.7,Low Value
14477,19,4,1309.6,Regular
14479,253,2,316.25,Regular
14480,10,1,279.05,Low Value
14481,164,2,636.51,Regular
14482,17,6,2068.15,High Value
14483,281,1,137.1,Low Value
14484,49,1,321.92,Low Value
14485,38,1,165.75,Low Value
14487,26,6,1196.33,High Value
14488,67,1,1064.28,Low Value
14489,206,1,463.38,Low Value
14491,174,2,340.93,Regular
14493,6,5,2383.24,High Value
14494,25,1,139.56,Low Value
14495,50,2,123.8,Regular
14496,311,2,538.81,Regular
14497,308,1,475.37,Low Value
14498,42,5,1957.32,Regular
14499,25,3,815.32,Regular
14500,87,3,356.85,Regular
14501,183,2,251.21,Regular
14502,19,11,2470.67,High Value
14503,2,6,3543.26,High Value
14504,46,4,673.26,Regular
14505,16,8,5905.64,High Value
14506,16,5,2012.17,High Value
14507,23,6,1383.18,High Value
14508,21,2,276.42,Regular
14511,10,5,1314.81,High Value
14512,187,2,275.28,Regular
14513,100,3,455.59,Regular
14514,60,3,1055.35,Regular
14515,17,6,2102.09,High Value
14517,32,2,330.45,Regular
14518,63,1,174.37,Low Value
14520,1,2,270.6,Regular
14522,23,4,974.54,Regular
14523,107,1,241.09,Low Value
14524,31,9,1867.68,Regular
14525,19,9,4332.2,High Value
14527,2,55,8508.82,High Value
14528,36,1,364.22,Low Value
14529,59,3,620.04,Regular
14530,25,6,2925.91,High Value
14532,235,4,932.85,Regular
14533,24,7,1949.72,High Value
14534,2,18,4447.05,High Value
14535,59,3,2864.19,Regular
14536,259,1,171.8,Low Value
14537,57,1,355.56,Low Value
14538,64,2,388.25,Regular
14539,15,2,537.48,Regular
14540,9,3,996.26,Regular
14541,58,8,1461.65,Regular
14542,185,1,103.25,Low Value
14543,28,16,3630.33,High Value
14544,23,2,2024.45,Regular
14546,4,5,2578.09,High Value
14547,3,8,4007.54,High Value
14548,150,2,652.8,Regular
14549,310,1,289.24,Low Value
14550,10,2,765.62,Regular
14551,17,2,186.23,Regular
14552,151,1,165.07,Low Value
14553,18,5,859.27,High Value
14554,9,4,2381.04,Regular
14555,56,2,324.14,Regular
14557,84,1,788.38,Low Value
14560,6,22,2237.77,High Value
14561,75,3,1080.76,Regular
14562,3,18,5074.77,High Value
14565,95,4,3099.12,Regular
14566,110,1,1432.0,Low Value
14567,56,2,1530.36,Regular
14569,0,1,227.39,Low Value
14570,280,2,218.06,Regular
14572,2,7,2832.84,High Value
14573,179,9,1653.42,Regular
14576,371,1,35.4,Low Value
14577,12,4,859.71,Regular
14578,2,1,168.63,Low Value
14581,16,1,138.6,Low Value
14582,40,1,114.11,Low Value
14583,5,5,1052.55,High Value
14584,168,4,1042.26,Regular
14585,49,1,157.05,Low Value
14586,276,1,237.36,Low Value
14587,18,9,1601.14,High Value
14589,371,1,39.75,Low Value
14591,14,4,1447.14,Regular
14592,34,3,570.46,Regular
14593,21,3,617.99,Regular
14594,6,2,379.83,Regular
14595,19,6,1740.6,High Value
14597,10,2,883.15,Regular
14598,43,1,221.97,Low Value
14600,305,1,393.33,Low Value
14601,10,1,213.96,Low Value
14603,274,1,660.0,Low Value
14606,0,93,12156.65,High Value
14607,15,14,16569.5,High Value
14608,3,4,1785.15,Regular
14609,71,4,601.56,Regular
14616,242,3,406.08,Regular
14618,8,3,553.44,Regular
14619,245,1,394.44,Low Value
14620,205,2,412.78,Regular
14621,0,5,1788.36,High Value
14622,184,1,320.58,Low Value
14623,31,5,889.25,Regular
14624,56,2,225.85,Regular
14625,195,2,899.63,Regular
14626,23,4,2791.27,Regular
14628,90,2,671.96,Regular
14629,3,2,959.01,Regular
14631,50,3,1006.98,Regular
14632,262,1,114.56,Low Value
14633,265,1,344.9,Low Value
14636,35,2,609.85,Regular
14638,50,1,443.6,Low Value
14639,51,6,2984.49,Regular
14640,23,6,2125.08,High Value
14641,21,1,110.46,Low Value
14642,58,1,96.12,Low Value
14643,169,2,693.81,Regular
14644,67,2,830.76,Regular
14645,156,2,597.09,Regular
14646,1,74,280206.02,High Value
14647,200,1,243.22,Low Value
14649,4,4,1417.29,Regular
14651,66,2,654.6,Regular
14652,76,1,114.18,Low Value
14653,0,7,1947.55,High Value
14655,7,4,1932.23,Regular
14656,168,2,291.05,Regular
14657,17,4,848.22,Regular
14658,4,2,247.15,Regular
14659,8,9,2529.93,High Value
14660,86,2,285.74,Regular
14661,26,1,107.95,Low Value
14662,28,4,771.17,Regular
14664,19,2,637.89,Regular
14665,60,5,1835.7,Regular
14666,23,1,195.25,Low Value
14667,10,25,9241.2,High Value
14669,241,3,1269.99,Regular
14670,279,2,411.53,Regular
14672,234,2,765.55,Regular
14673,2,5,1736.4,High Value
14675,15,1,604.75,Low Value
14676,30,6,2548.24,High Value
14680,24,16,28754.11,High Value
14681,70,3,498.95,Regular
14682,187,2,52.0,Regular
14684,25,5,1236.28,High Value
14687,106,1,628.38,Low Value
14688,7,21,5630.87,High Value
14689,208,1,112.8,Low Value
14690,43,2,371.7,Regular
14691,30,5,2114.33,High Value
14692,136,4,591.55,Regular
14693,264,1,172.9,Low Value
14696,3,7,2078.95,High Value
14697,217,2,188.61,Regular
14698,1,5,1250.76,High Value
14699,213,1,109.13,Low Value
14700,31,3,2235.3,Regular
14701,10,9,2549.37,High Value
14702,0,17,3292.14,High Value
14703,14,1,318.17,Low Value
14704,10,9,1546.91,High Value
14705,198,1,179.0,Low Value
14708,2,3,1126.37,Regular
14709,14,13,4921.04,High Value
14710,13,4,606.13,Regular
14711,9,11,2868.8,High Value
14712,28,3,917.07,Regular
14713,8,11,2666.36,High Value
14714,23,1,160.19,Low Value
14715,24,4,867.38,Regular
14716,42,2,329.68,Regular
14719,1,5,1602.13,High Value
14720,5,3,663.81,Regular
14722,146,1,187.92,Low Value
14723,9,6,1158.3,High Value
14725,24,1,718.08,Low Value
14727,273,1,268.58,Low Value
14729,373,1,313.49,Low Value
14730,0,8,2005.06,High Value
14731,46,3,380.02,Regular
14732,7,8,2702.49,High Value
14733,15,12,9585.91,High Value
14735,3,32,6065.69,High Value
14737,3,3,1164.55,Regular
14738,42,7,1314.45,Regular
14739,3,7,3902.28,High Value
14740,196,3,1448.21,Regular
14741,11,6,1400.34,High Value
14744,15,7,1099.98,High Value
14745,112,5,1220.26,Regular
14747,248,1,328.2,Low Value
14748,28,5,1415.75,High Value
14752,43,1,389.64,Low Value
14753,86,1,563.15,Low Value
14754,44,2,638.05,Regular
14755,9,11,5010.28,High Value
14756,14,1,738.96,Low Value
14757,74,1,420.5,Low Value
14758,144,4,1484.06,Regular
14759,4,3,1625.97,Regular
